id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CHCHD4	4	4.2431e-05	0.00015826	0.160891	18	4	-1.4774	0.99996	0.99996	1.0	19354	0	-1.4774
WDR73	4	4.4747e-05	0.00016593	0.160891	19	4	-1.6076	0.99996	0.99995	1.0	19353	0	-1.6076
WDR36	4	4.7379e-05	0.00017513	0.160891	20	3	-1.3963	0.3871	0.43656	1.0	8314	1	-1.3963
ZW10	4	4.9142e-05	0.00018178	0.160891	21	4	-1.8043	0.9876	0.98763	1.0	18853	0	-1.8043
POLR3H	4	4.963e-05	0.0001828	0.160891	22	4	-1.6276	0.99995	0.99995	1.0	19352	0	-1.6276
RPL7A	4	5.6649e-05	0.00020939	0.173663	23	4	-1.9392	0.99994	0.99995	1.0	19351	0	-1.9392
PSMD13	4	5.9772e-05	0.00022166	0.173663	24	3	-2.5746	0.30821	0.38618	1.0	7383	1	-2.5746
SNRPD1	4	6.0353e-05	0.00022422	0.173663	25	4	-1.9567	0.99994	0.99994	1.0	19350	0	-1.9567
C9orf114	4	6.4405e-05	0.00024314	0.181074	26	4	-2.1975	0.99784	0.99786	1.0	19205	0	-2.1975
FARSA	4	6.6909e-05	0.00025286	0.181335	27	4	-1.7058	0.99993	0.99994	1.0	19349	0	-1.7058
CARS	4	7.4425e-05	0.00027996	0.1936	28	4	-1.4616	0.99992	0.99992	1.0	19347	0	-1.4616
ACTR10	4	7.8021e-05	0.0002999	0.193669	29	3	-2.0606	0.95867	0.95863	1.0	18189	0	-2.0606
CDC20	4	7.9113e-05	0.00030399	0.193669	30	4	-1.7254	0.99992	0.99992	1.0	19348	0	-1.7254
PFDN1	4	8.3703e-05	0.00032189	0.193669	31	4	-1.3482	0.99992	0.99992	1.0	19346	0	-1.3482
NUBP1	4	8.6715e-05	0.00033007	0.193669	32	3	-2.1871	0.8575	0.85702	1.0	16226	0	-2.1871
RAMP1	4	8.6889e-05	0.00033007	0.193669	33	4	-1.3535	0.99991	0.99991	1.0	19345	0	-1.3535
PRMT7	4	9.2595e-05	0.00035308	0.201077	34	4	-2.2499	0.99991	0.99991	1.0	19344	0	-2.2499
ORC6	4	9.6509e-05	0.00036842	0.203819	35	4	-1.9063	0.99576	0.99579	1.0	19110	0	-1.9063
GINS2	4	0.00010689	0.00041086	0.211602	36	4	-1.6441	0.99775	0.99777	1.0	19200	0	-1.6441
FIP1L1	4	0.00011153	0.00042211	0.211602	37	3	-1.7628	0.88612	0.88577	1.0	16768	0	-1.7628
XRCC6	4	0.00011203	0.00042518	0.211602	38	3	-1.7435	0.042605	0.098436	0.978837	1945	1	-1.7435
CKAP5	4	0.00011231	0.0004262	0.211602	39	3	-2.0186	0.77683	0.77637	1.0	14659	0	-2.0186
PSMC4	4	0.00011831	0.00045483	0.213176	40	4	-2.6798	0.99859	0.9986	1.0	19246	0	-2.6798
HCFC1	4	0.0001197	0.0004625	0.213176	41	4	-3.5647	0.97889	0.97893	1.0	18641	0	-3.5647
PSMC6	4	0.0001203	0.00046557	0.213176	42	4	-2.5282	0.99954	0.99956	1.0	19308	0	-2.5282
DOHH	4	0.0001239	0.00047733	0.213176	43	4	-1.5387	0.98614	0.98614	1.0	18817	0	-1.5387
RFC2	4	0.00012888	0.00049676	0.213176	44	4	-1.3593	0.99987	0.99987	1.0	19343	0	-1.3593
POLR1C	4	0.00013003	0.00050188	0.213176	45	3	-2.217	0.87941	0.87895	1.0	16657	0	-2.217
NFS1	4	0.0001345	0.00052284	0.213176	46	4	-1.7343	0.99987	0.99987	1.0	19342	0	-1.7343
DICER1	4	0.00013545	0.00052642	0.213176	47	4	-1.7234	0.99986	0.99987	1.0	19341	0	-1.7234
NFYC	4	0.00014098	0.00054023	0.213176	48	4	-1.3579	0.99986	0.99986	1.0	19340	0	-1.3579
MFRP	4	0.00014363	0.00055148	0.213176	49	4	-1.6683	0.99986	0.99986	1.0	19339	0	-1.6683
ALG2	4	0.00014397	0.00055352	0.213176	50	4	-1.7653	0.99986	0.99986	1.0	19338	0	-1.7653
POLR2L	4	0.00014735	0.00056682	0.213176	51	4	-1.6525	0.99985	0.99986	1.0	19337	0	-1.6525
RPS23	4	0.00015042	0.00057909	0.213176	52	3	-1.6302	0.87079	0.87036	1.0	16481	0	-1.6302
UTP11L	4	0.00015916	0.00060926	0.213176	53	4	-1.5606	0.99984	0.99985	1.0	19336	0	-1.5606
MZB1	4	0.00016116	0.00061693	0.213176	54	4	-1.5932	0.99984	0.99984	1.0	19335	0	-1.5932
POLR1E	4	0.00016236	0.00062051	0.213176	55	4	-1.8865	0.99984	0.99984	1.0	19334	0	-1.8865
CHEK1	4	0.00016386	0.00062869	0.213176	56	4	-1.7374	0.99984	0.99984	1.0	19333	0	-1.7374
CDS2	4	0.00016739	0.00063994	0.213176	57	4	-1.6233	0.99983	0.99984	1.0	19332	0	-1.6233
IFNB1	4	0.00017129	0.00065119	0.213176	58	4	-1.5282	0.99983	0.99983	1.0	19331	0	-1.5282
RSL24D1	4	0.00017141	0.0006517	0.213176	59	4	-1.7587	0.99743	0.99744	1.0	19177	0	-1.7587
SNRPD2	4	0.00017706	0.00067113	0.213176	60	4	-1.8036	0.99341	0.99345	1.0	19026	0	-1.8036
MATR3	4	0.00018204	0.00069107	0.213176	61	4	-1.6033	0.98129	0.98131	1.0	18707	0	-1.6033
MED4	4	0.00018405	0.00069874	0.213176	62	4	-1.8443	0.99395	0.99399	1.0	19049	0	-1.8443
TARDBP	4	0.00018525	0.00070385	0.213176	63	4	-1.5731	0.99981	0.99982	1.0	19330	0	-1.5731
PREB	4	0.00018695	0.00070948	0.213176	64	4	-1.4728	0.99981	0.99982	1.0	19329	0	-1.4728
SRP72	4	0.00018871	0.00071561	0.213176	65	3	-1.5959	0.89134	0.89102	1.0	16864	0	-1.5959
ZNF830	4	0.00021351	0.00080305	0.230573	66	4	-2.8897	0.99967	0.99969	1.0	19313	0	-2.8897
WDR1	4	0.00021925	0.00082453	0.230573	67	4	-1.5911	0.99978	0.99978	1.0	19328	0	-1.5911
SNRNP27	4	0.00022561	0.00084498	0.230573	68	3	-2.0216	0.51663	0.53029	1.0	10083	1	-2.0216
RANGAP1	4	0.00022742	0.00085265	0.230573	69	4	-1.3997	0.99977	0.99977	1.0	19327	0	-1.3997
PLRG1	4	0.00022752	0.00085265	0.230573	70	3	-2.1304	0.32184	0.39446	1.0	7544	1	-2.1304
TBCB	4	0.00023286	0.00087515	0.230573	71	4	-1.6141	0.99977	0.99977	1.0	19326	0	-1.6141
GTF2B	4	0.00023405	0.00087924	0.230573	72	4	-1.0617	0.97842	0.97847	1.0	18631	0	-1.0617
PPME1	4	0.00024333	0.00090379	0.230573	73	4	-1.3616	0.99976	0.99976	1.0	19325	0	-1.3616
SNRPC	4	0.00024462	0.00090788	0.230573	74	4	-2.0917	0.99886	0.99885	1.0	19259	0	-2.0917
DCAF7	4	0.0002472	0.0009181	0.230573	75	4	-1.2857	0.99975	0.99975	1.0	19324	0	-1.2857
LRRC37A2	4	0.00025254	0.00093549	0.230573	76	3	-1.7078	0.95447	0.95436	1.0	18107	0	-1.7078
OR56A1	4	0.00025778	0.00095543	0.230573	77	4	-1.332	0.99974	0.99974	1.0	19323	0	-1.332
CMPK1	4	0.00026027	0.00096668	0.230573	78	4	-1.6713	0.99974	0.99974	1.0	19322	0	-1.6713
RFC5	4	0.00026295	0.00097946	0.230573	79	4	-2.1848	0.99974	0.99974	1.0	19321	0	-2.1848
GNL3	4	0.00026516	0.0009902	0.230573	80	4	-2.0794	0.9968	0.99681	1.0	19154	0	-2.0794
CENPM	4	0.00026781	0.00099736	0.230573	81	4	-1.669	0.99973	0.99973	1.0	19320	0	-1.669
NDC80	4	0.0002709	0.0010081	0.230573	82	4	-1.786	0.9755	0.97545	1.0	18561	0	-1.786
ARIH1	4	0.00027293	0.0010183	0.230573	83	3	-2.0163	0.49333	0.51223	1.0	9716	1	-2.0163
UTP6	4	0.0002737	0.0010209	0.230573	84	4	-2.3643	0.98454	0.98454	1.0	18772	0	-2.3643
CCT8	4	0.00028118	0.0010398	0.230573	85	4	-1.5089	0.9955	0.99553	1.0	19103	0	-1.5089
RPAIN	4	0.00028606	0.0010613	0.230573	86	2	-0.48225	0.91367	0.91344	1.0	17279	0	-0.48225
NUDT21	4	0.00029011	0.0010746	0.230573	87	4	-2.149	0.99907	0.99906	1.0	19278	0	-2.149
VEZT	4	0.0002904	0.0010756	0.230573	88	3	-2.6582	0.9468	0.94676	1.0	17957	0	-2.6582
KRT6A	4	0.00029256	0.0010868	0.230573	89	3	-1.9342	0.95778	0.95776	1.0	18168	0	-1.9342
ANKRD52	4	0.00029809	0.0011042	0.230573	90	4	-1.4566	0.9997	0.99971	1.0	19319	0	-1.4566
ELP5	4	0.00030129	0.0011145	0.230573	91	4	-1.4511	0.9997	0.99971	1.0	19318	0	-1.4511
NOC2L	4	0.00030634	0.0011298	0.230573	92	4	-1.9322	0.9995	0.99952	1.0	19304	0	-1.9322
RPL31	4	0.00030995	0.001141	0.230573	93	4	-1.2567	0.99969	0.9997	1.0	19317	0	-1.2567
RPL28	4	0.00031074	0.0011446	0.230573	94	4	-2.0229	0.99969	0.9997	1.0	19316	0	-2.0229
TIPIN	4	0.00031454	0.0011579	0.230573	95	4	-1.8811	0.98212	0.98212	1.0	18723	0	-1.8811
MED14	4	0.00031564	0.0011635	0.230573	96	4	-2.4081	0.99968	0.9997	1.0	19315	0	-2.4081
RUVBL1	4	0.0003172	0.0011681	0.230573	97	3	-2.2758	0.96448	0.96443	1.0	18335	0	-2.2758
LYRM4	4	0.0003192	0.0011763	0.230573	98	3	-1.3921	0.99968	0.99969	1.0	19314	0	-1.3921
PRIM2	4	0.00032016	0.0011789	0.230573	99	2	-0.81118	0.60305	0.60418	1.0	11464	1	-0.81118
DHDDS	4	0.00033062	0.0012144	0.232911	100	3	-1.8984	0.76502	0.76466	1.0	14441	0	-1.8984
CRCP	4	0.00033149	0.0012183	0.232911	101	4	-1.8929	0.99901	0.99899	1.0	19268	0	-1.8929
RPS16	4	0.00033586	0.0012372	0.232911	102	3	-1.5616	0.69508	0.69439	1.0	13152	0	-1.5616
ZC3H12A	4	0.0003382	0.0012438	0.232911	103	3	-1.899	0.96582	0.96577	1.0	18358	0	-1.899
UBTF	4	0.00034085	0.001251	0.232911	104	4	-1.9012	0.99599	0.99603	1.0	19122	0	-1.9012
UNC45A	4	0.0003443	0.0012653	0.233333	105	3	-1.7274	0.96248	0.96242	1.0	18283	0	-1.7274
NDOR1	4	0.0003519	0.0012955	0.236643	106	4	-2.101	0.97503	0.97499	1.0	18549	0	-2.101
RPS12	4	0.00035848	0.0013236	0.239521	107	4	-1.8262	0.9763	0.97628	1.0	18580	0	-1.8262
SLC30A1	4	0.00036809	0.0013645	0.244436	108	3	-2.2646	0.85248	0.85188	1.0	16127	0	-2.2646
RHBDL2	4	0.00037295	0.0013783	0.244436	109	2	-1.3866	0.66178	0.66113	1.0	12497	0	-1.3866
N6AMT1	4	0.00038069	0.0014028	0.244436	110	3	-1.8352	0.82808	0.82752	1.0	15652	0	-1.8352
PPP2R1A	4	0.00038309	0.0014085	0.244436	111	4	-1.5641	0.99962	0.99963	1.0	19312	0	-1.5641
ORAOV1	4	0.00038882	0.0014279	0.244436	112	4	-1.7631	0.99961	0.99962	1.0	19311	0	-1.7631
POLR2F	4	0.00039841	0.0014611	0.244436	113	4	-1.1357	0.9996	0.99962	1.0	19310	0	-1.1357
PFDN2	4	0.00039894	0.0014632	0.244436	114	4	-1.4241	0.98016	0.9802	1.0	18669	0	-1.4241
ALG11	4	0.00040146	0.0014729	0.244436	115	4	-2.5687	0.99135	0.99138	1.0	18958	0	-2.5687
RNH1	4	0.00040171	0.0014734	0.244436	116	4	-1.7078	0.99767	0.99769	1.0	19194	0	-1.7078
SLU7	4	0.00040273	0.001477	0.244436	117	3	-1.662	0.93956	0.93956	1.0	17811	0	-1.662
BUB3	4	0.00043364	0.0015839	0.255776	118	3	-1.503	0.94615	0.94608	1.0	17939	0	-1.503
CARM1	4	0.00043829	0.0016028	0.255776	119	4	-1.5356	0.98874	0.98879	1.0	18877	0	-1.5356
USE1	4	0.00043899	0.0016048	0.255776	120	4	-1.5788	0.99455	0.9946	1.0	19068	0	-1.5788
ARMC7	4	0.00044206	0.0016186	0.255776	121	3	-1.2925	0.94186	0.94179	1.0	17842	0	-1.2925
WWTR1	4	0.00044396	0.0016243	0.255776	122	4	-1.9729	0.99956	0.99957	1.0	19309	0	-1.9729
OR10G3	4	0.00044424	0.0016248	0.255776	123	3	-1.8324	0.12555	0.20898	0.994971	4059	1	-1.8324
PRPF8	4	0.00044952	0.0016488	0.257466	124	4	-1.9882	0.99796	0.99799	1.0	19214	0	-1.9882
NFYA	4	0.00045702	0.0016754	0.259525	125	3	-1.7016	0.94253	0.94245	1.0	17863	0	-1.7016
SMU1	4	0.00046971	0.0017291	0.264943	126	4	-1.0066	0.99953	0.99955	1.0	19307	0	-1.0066
RBX1	4	0.00047524	0.00175	0.264943	127	3	-1.7159	0.32758	0.39803	1.0	7609	1	-1.7159
CNEP1R1	4	0.000477	0.0017562	0.264943	128	3	-1.8337	0.7435	0.743	1.0	14039	0	-1.8337
FAM35A	4	0.00048144	0.0017751	0.264943	129	3	-1.3721	0.94997	0.9499	1.0	18017	0	-1.3721
POLR2C	4	0.00048478	0.0017874	0.264943	130	4	-1.7629	0.99584	0.99587	1.0	19118	0	-1.7629
KRTAP9-4	4	0.0004879	0.001795	0.264943	131	4	-1.2772	0.99951	0.99953	1.0	19306	0	-1.2772
POLD1	4	0.00049295	0.0018155	0.264943	132	4	-2.8723	0.99951	0.99952	1.0	19305	0	-2.8723
TRIM16L	4	0.00049406	0.0018201	0.264943	133	2	0.13127	0.067961	0.13269	0.984035	2605	2	0.13127
TTC27	4	0.00049955	0.001838	0.264943	134	4	-2.239	0.99494	0.99498	1.0	19082	0	-2.239
UFD1L	4	0.00050166	0.0018472	0.264943	135	2	-1.4866	0.67351	0.67292	1.0	12718	0	-1.4866
COPS5	4	0.00051544	0.0018973	0.266717	136	4	-1.4529	0.99948	0.9995	1.0	19303	0	-1.4529
EIF3A	4	0.00051571	0.0018978	0.266717	137	4	-1.6296	0.99948	0.9995	1.0	19302	0	-1.6296
ACTRT3	4	0.00051673	0.0019009	0.266717	138	4	-1.9257	0.99895	0.99894	1.0	19266	0	-1.9257
GOLGA6L4	4	0.00053649	0.0019658	0.268176	139	4	-1.1676	0.99946	0.99948	1.0	19301	0	-1.1676
ARHGEF12	4	0.00054108	0.0019755	0.268176	140	4	-1.7361	0.99946	0.99947	1.0	19300	0	-1.7361
DDX56	4	0.00054358	0.0019827	0.268176	141	4	-1.901	0.99682	0.99682	1.0	19155	0	-1.901
RPL7	4	0.00054605	0.0019929	0.268176	142	3	-1.3477	0.94831	0.94828	1.0	17990	0	-1.3477
ACTR6	4	0.00055071	0.0020113	0.268176	143	2	-0.82245	0.1329	0.21868	0.998488	4240	2	-0.82245
PSMD6	4	0.00055287	0.0020185	0.268176	144	3	-1.5699	0.84525	0.84459	1.0	15989	0	-1.5699
RPL23	4	0.00055474	0.0020272	0.268176	145	3	-1.9768	0.98199	0.982	1.0	18720	0	-1.9768
SART1	4	0.00055837	0.0020461	0.268176	146	3	-1.6123	0.95178	0.95169	1.0	18053	0	-1.6123
PSMB7	4	0.0005596	0.0020512	0.268176	147	4	-1.5935	0.99528	0.99531	1.0	19098	0	-1.5935
PSMD4	4	0.00056556	0.0020758	0.268176	148	3	-2.5503	0.83969	0.83898	1.0	15885	0	-2.5503
MYBL2	4	0.00056586	0.0020773	0.268176	149	4	-1.1041	0.99943	0.99945	1.0	19299	0	-1.1041
PPIAL4F	4	0.00057383	0.0021054	0.268176	150	3	-2.0323	0.63372	0.63332	1.0	11992	1	-2.0323
PFN1	4	0.00057608	0.0021157	0.268176	151	2	-1.3845	0.71415	0.71343	1.0	13498	0	-1.3845
NBPF15	4	0.00058767	0.0021566	0.268176	152	3	-1.844	0.79734	0.79694	1.0	15055	0	-1.844
POMT1	4	0.00059029	0.0021637	0.268176	153	4	-1.5108	0.99941	0.99942	1.0	19298	0	-1.5108
IMP4	4	0.00059701	0.0021862	0.268176	154	4	-1.2097	0.9994	0.99941	1.0	19297	0	-1.2097
KANSL2	4	0.00059805	0.0021929	0.268176	155	3	-1.5774	0.95872	0.95867	1.0	18191	0	-1.5774
GEMIN4	4	0.00059851	0.0021944	0.268176	156	4	-1.4896	0.98405	0.98404	1.0	18761	0	-1.4896
CINP	4	0.00059851	0.0021944	0.268176	157	3	-1.6371	0.94762	0.94757	1.0	17979	0	-1.6371
WDR4	4	0.00060085	0.0022026	0.268176	158	3	-1.8399	0.9989	0.99889	1.0	19262	0	-1.8399
PMF1-BGLAP	4	0.00061104	0.002242	0.268176	159	4	-1.382	0.99939	0.9994	1.0	19296	0	-1.382
DUX4	4	0.00061295	0.0022527	0.268176	160	4	-2.5923	0.99342	0.99345	1.0	19030	0	-2.5923
RBBP6	4	0.00061426	0.0022583	0.268176	161	3	-1.7577	0.9069	0.90662	1.0	17144	0	-1.7577
ATF3	4	0.00062536	0.0022956	0.268176	162	2	-1.1283	0.64133	0.64079	1.0	12139	1	-1.1283
CCDC93	4	0.00062608	0.0022977	0.268176	163	4	-1.385	0.99915	0.99914	1.0	19285	0	-1.385
TCP10L	4	0.00062614	0.0022977	0.268176	164	4	-1.8063	0.99937	0.99938	1.0	19295	0	-1.8063
LSM5	4	0.00062828	0.0023033	0.268176	165	3	-1.8689	0.96655	0.96649	1.0	18375	0	-1.8689
RPA2	4	0.0006311	0.002313	0.268176	166	4	-1.6463	0.99937	0.99938	1.0	19294	0	-1.6463
ZNF165	4	0.00063483	0.0023268	0.268176	167	3	-2.5899	0.83103	0.83045	1.0	15711	0	-2.5899
SECISBP2	4	0.00063582	0.0023304	0.268176	168	3	-2.0499	0.17548	0.27429	1.0	5260	1	-2.0499
SPATA5	4	0.00063805	0.0023406	0.268176	169	4	-1.7817	0.99792	0.99795	1.0	19210	0	-1.7817
TSR1	4	0.00065198	0.0023882	0.272015	170	3	-1.7746	0.16753	0.26387	1.0	5070	1	-1.7746
IARS2	4	0.00066335	0.0024322	0.275404	171	4	-1.7207	0.98909	0.98912	1.0	18885	0	-1.7207
SLMO2	4	0.00067717	0.0024797	0.279156	172	4	-1.6122	0.97269	0.97265	1.0	18493	0	-1.6122
TRAPPC8	4	0.00069307	0.0025416	0.282235	173	3	-1.9617	0.81056	0.81017	1.0	15316	0	-1.9617
GNB1L	4	0.00069478	0.0025493	0.282235	174	4	-2.3792	0.99931	0.99931	1.0	19293	0	-2.3792
SASS6	4	0.00069534	0.0025508	0.282235	175	4	-1.531	0.9993	0.99931	1.0	19292	0	-1.531
ACTR5	4	0.00070824	0.0025958	0.285582	176	4	-1.7721	0.99853	0.99854	1.0	19245	0	-1.7721
EMG1	4	0.00071697	0.0026219	0.286821	177	4	-0.97143	0.99928	0.99928	1.0	19291	0	-0.97143
UBA3	4	0.00072145	0.0026398	0.287157	178	3	-1.58	0.10582	0.18309	0.990879	3567	1	-1.58
CCDC115	4	0.00072655	0.0026602	0.287765	179	4	-2.299	0.99521	0.99523	1.0	19092	0	-2.299
MYCBPAP	4	0.00073875	0.0027057	0.291062	180	4	-1.7512	0.99926	0.99926	1.0	19290	0	-1.7512
MED11	4	0.0007539	0.0027543	0.293086	181	4	-1.6877	0.99925	0.99925	1.0	19289	0	-1.6877
NAT10	4	0.00075401	0.0027548	0.293086	182	3	-1.1659	0.72878	0.72824	1.0	13769	0	-1.1659
RPS29	4	0.0007666	0.0028019	0.296462	183	3	-1.5586	0.74227	0.74177	1.0	14017	0	-1.5586
C1orf109	4	0.0007729	0.0028213	0.296895	184	2	-1.4995	0.77135	0.77097	1.0	14553	0	-1.4995
PAM16	4	0.00077942	0.0028499	0.297213	185	4	-1.2652	0.99922	0.99921	1.0	19288	0	-1.2652
LTV1	4	0.0007897	0.0028883	0.297213	186	2	-3.8567	0.75012	0.74971	1.0	14158	0	-3.8567
ZNF207	4	0.00079044	0.0028898	0.297213	187	3	-1.2113	0.91959	0.91941	1.0	17407	0	-1.2113
COG8	4	0.00079075	0.0028908	0.297213	188	3	-1.9593	0.46719	0.49259	1.0	9366	1	-1.9593
RPL17-C18orf32	4	0.00079397	0.0029011	0.297213	189	3	-1.0853	0.1767	0.27589	1.0	5296	1	-1.0853
GEMIN8	4	0.00080288	0.0029323	0.298663	190	4	-1.2481	0.99722	0.99723	1.0	19169	0	-1.2481
CCDC116	4	0.000806	0.0029461	0.298663	191	3	-0.8194	0.45129	0.48103	1.0	9144	1	-0.8194
NAF1	4	0.00081407	0.0029726	0.299415	192	4	-1.1055	0.99919	0.99918	1.0	19287	0	-1.1055
TUBGCP2	4	0.00081696	0.0029844	0.299415	193	3	-2.3915	0.86315	0.86271	1.0	16319	0	-2.3915
FAM96B	4	0.00083333	0.0030371	0.301879	194	4	-1.8655	0.98999	0.98998	1.0	18916	0	-1.8655
DCTN5	4	0.00083457	0.0030401	0.301879	195	4	-1.3873	0.99917	0.99915	1.0	19286	0	-1.3873
SPCS3	4	0.00085798	0.003125	0.308724	196	3	-1.0004	0.62672	0.62649	1.0	11862	1	-1.0004
HMX3	4	0.00086453	0.0031521	0.309821	197	4	-1.5825	0.99251	0.99256	1.0	18995	0	-1.5825
BNC2	4	0.00089018	0.0032452	0.317357	198	4	-1.47	0.99911	0.9991	1.0	19284	0	-1.47
TSEN15	4	0.00089785	0.0032728	0.318449	199	4	-1.9992	0.99068	0.99069	1.0	18938	0	-1.9992
RPL21	4	0.0009136	0.0033265	0.319454	200	4	-0.98742	0.99909	0.99908	1.0	19283	0	-0.98742
TPRKB	4	0.00091415	0.0033275	0.319454	201	4	-1.4204	0.99909	0.99908	1.0	19282	0	-1.4204
RRS1	4	0.00091538	0.0033326	0.319454	202	4	-2.1302	0.99908	0.99907	1.0	19281	0	-2.1302
KAT8	4	0.00092183	0.0033633	0.320807	203	4	-1.7292	0.99908	0.99907	1.0	19280	0	-1.7292
MTOR	4	0.00093094	0.003396	0.321166	204	4	-1.0802	0.99907	0.99906	1.0	19279	0	-1.0802
TMEM199	4	0.00094183	0.0034303	0.321166	205	3	-2.2374	0.89501	0.89469	1.0	16929	0	-2.2374
PPM1H	4	0.00094544	0.0034426	0.321166	206	4	-1.1644	0.99905	0.99904	1.0	19277	0	-1.1644
SKP1	4	0.00094698	0.0034477	0.321166	207	4	-1.4918	0.99905	0.99904	1.0	19276	0	-1.4918
DDX41	4	0.00095022	0.0034625	0.321166	208	4	-1.0707	0.99905	0.99904	1.0	19275	0	-1.0707
RPL19	4	0.00095134	0.0034666	0.321166	209	4	-0.93768	0.99905	0.99904	1.0	19274	0	-0.93768
CENPL	4	0.00096194	0.0034993	0.321481	210	4	-0.79708	0.98531	0.9853	1.0	18800	0	-0.79708
F8A3	4	0.00096979	0.0035234	0.321481	211	4	-1.9582	0.99903	0.99902	1.0	19273	0	-1.9582
PPP4C	4	0.00097093	0.0035259	0.321481	212	4	-1.3713	0.99903	0.99902	1.0	19272	0	-1.3713
IMP3	4	0.00097768	0.0035428	0.321481	213	4	-1.2706	0.99902	0.99901	1.0	19271	0	-1.2706
RPS15A	4	0.00098099	0.003553	0.321481	214	4	-1.5766	0.99902	0.99901	1.0	19270	0	-1.5766
CCDC18	4	0.00098865	0.0035847	0.322841	215	4	-1.2154	0.99901	0.999	1.0	19269	0	-1.2154
EEF2	4	0.00099809	0.0036169	0.324235	216	4	-1.5104	0.9734	0.97334	1.0	18514	0	-1.5104
PCDHGA8	4	0.0010139	0.0036773	0.327886	217	2	-0.56557	0.71562	0.71493	1.0	13527	0	-0.56557
TOP2A	4	0.0010181	0.0036941	0.327886	218	4	-2.076	0.99868	0.99869	1.0	19253	0	-2.076
BMP8B	4	0.0010235	0.0037085	0.327886	219	3	-1.4557	0.94726	0.94724	1.0	17971	0	-1.4557
GPR146	4	0.0010394	0.0037714	0.331931	220	3	-2.0413	0.79449	0.79409	1.0	14989	0	-2.0413
MKL2	4	0.0010583	0.0038355	0.336051	221	3	-1.3912	0.93358	0.93339	1.0	17700	0	-1.3912
RPS10	4	0.0010659	0.0038619	0.336834	222	4	-1.434	0.98101	0.98102	1.0	18698	0	-1.434
AHI1	4	0.0010719	0.0038864	0.337455	223	4	-1.2623	0.99893	0.99892	1.0	19265	0	-1.2623
DHPS	4	0.0010807	0.0039191	0.337888	224	4	-1.7928	0.99892	0.99891	1.0	19264	0	-1.7928
RPS18	4	0.0010828	0.0039263	0.337888	225	4	-1.0276	0.99892	0.9989	1.0	19263	0	-1.0276
POTEE	4	0.0010932	0.0039585	0.339153	226	2	-0.93386	0.355	0.41538	1.0	7939	1	-0.93386
JAK3	4	0.0011055	0.0040142	0.339815	227	4	-2.2156	0.99871	0.99872	1.0	19254	0	-2.2156
MEPCE	4	0.0011069	0.0040173	0.339815	228	4	-1.6354	0.99889	0.99888	1.0	19261	0	-1.6354
APOL5	4	0.0011154	0.0040465	0.339815	229	4	-1.3571	0.99888	0.99887	1.0	19260	0	-1.3571
COL4A3BP	4	0.0011179	0.0040531	0.339815	230	2	-0.38863	0.92245	0.92229	1.0	17467	0	-0.38863
