id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TEC	4	0.00033619	0.0012377	0.80004	27	4	-1.5726	0.99966	0.99968	1.0	19355	0	-1.5726
GINS2	4	0.00033804	0.0012433	0.80004	28	1	-0.17435	0.69837	0.69768	0.999538	13472	0	-0.17435
ST8SIA2	4	0.00036759	0.0013635	0.80004	29	4	-1.9644	0.99963	0.99964	1.0	19354	0	-1.9644
CCDC169-SOHLH2	4	0.0003784	0.0013942	0.80004	30	3	-1.707	0.75885	0.7584	0.999538	14663	0	-1.707
RHPN2	4	0.00038394	0.001411	0.80004	31	2	-1.2277	0.66181	0.66117	0.999538	12766	1	-1.2277
MAGEB2	4	0.00039004	0.0014346	0.80004	32	1	0.59911	0.029141	0.071966	0.981961	1407	2	0.59911
C17orf70	4	0.00039771	0.0014596	0.80004	33	3	-2.1725	0.5517	0.56292	0.999538	10842	1	-2.1725
RPS27A	4	0.00043659	0.0015946	0.80004	34	4	-1.573	0.99956	0.99958	1.0	19353	0	-1.573
SYNRG	4	0.00047353	0.0017429	0.80004	35	4	-1.7821	0.99953	0.99955	1.0	19352	0	-1.7821
ARHGEF37	4	0.00048761	0.001795	0.80004	36	3	-2.4031	0.59217	0.59675	0.999538	11494	1	-2.4031
RRP9	4	0.00048976	0.0018037	0.80004	37	4	-1.7286	0.99951	0.99953	1.0	19351	0	-1.7286
LYVE1	4	0.00049403	0.0018201	0.80004	38	3	-0.88505	0.81959	0.81917	0.999538	15805	0	-0.88505
KLHL41	4	0.0005002	0.00184	0.80004	39	3	-1.9049	0.82154	0.82109	0.999538	15844	0	-1.9049
NOL3	4	0.00051723	0.0019019	0.80004	40	3	-2.0628	0.36953	0.43477	0.999538	8367	1	-2.0628
PAXIP1	4	0.00054602	0.0019929	0.80004	41	2	-2.1976	0.79286	0.79245	0.999538	15305	0	-2.1976
ZIC4	4	0.00056103	0.0020563	0.80004	42	2	-1.6933	0.84304	0.84236	0.999538	16261	0	-1.6933
FRG2B	4	0.00056546	0.0020758	0.80004	43	3	-2.0958	0.87603	0.87559	0.999538	16888	0	-2.0958
BCAS2	4	0.00057399	0.0021075	0.80004	44	4	-1.6178	0.99943	0.99944	1.0	19350	0	-1.6178
NDOR1	4	0.00058038	0.0021341	0.80004	45	4	-2.394	0.99942	0.99943	1.0	19349	0	-2.394
KLHL9	4	0.00058815	0.0021586	0.80004	46	2	-0.95896	0.47157	0.50261	0.999538	9679	1	-0.95896
RXRB	4	0.00059733	0.0021888	0.80004	47	2	-1.0272	0.10444	0.18411	0.999538	3516	2	-1.0272
CEP44	4	0.00059801	0.0021924	0.80004	48	3	-1.0297	0.87993	0.87947	0.999538	16969	0	-1.0297
CARD8	4	0.00061274	0.0022517	0.80004	49	4	-1.3907	0.99939	0.99939	1.0	19348	0	-1.3907
MORN3	4	0.00063461	0.0023263	0.80004	50	4	-2.2742	0.99737	0.99738	0.999743	19312	0	-2.2742
C2orf70	4	0.00065	0.002381	0.80004	51	2	-0.70807	0.56086	0.57036	0.999538	10996	1	-0.70807
RBFA	4	0.0006532	0.0023943	0.80004	52	4	-2.0193	0.99935	0.99936	1.0	19346	0	-2.0193
RNF224	4	0.00065405	0.0023964	0.80004	53	4	-1.8554	0.99935	0.99936	1.0	19345	0	-1.8554
DNAJA3	4	0.00065672	0.0024071	0.80004	54	4	-1.4113	0.99934	0.99935	1.0	19344	0	-1.4113
FAM177B	4	0.00066605	0.0024424	0.80004	55	4	-2.2869	0.99933	0.99934	1.0	19343	0	-2.2869
VSNL1	4	0.00067614	0.0024772	0.80004	56	3	-2.2043	0.9613	0.96122	0.999538	18585	0	-2.2043
POLD1	4	0.00069882	0.0025641	0.80004	57	3	-2.6707	0.9993	0.99931	1.0	19342	0	-2.6707
IKZF2	4	0.00070295	0.0025759	0.80004	58	3	-1.7862	0.22357	0.33687	0.999538	6435	1	-1.7862
ORM1	4	0.00070628	0.0025897	0.80004	59	2	-1.1784	0.16243	0.2588	0.999538	4970	2	-1.1784
PLXNA4	4	0.00072741	0.0026658	0.80004	60	3	-2.1613	0.25233	0.36622	0.999538	6974	1	-2.1613
GLIPR2	4	0.00073816	0.0027042	0.80004	61	3	-2.154	0.74702	0.7466	0.999538	14426	0	-2.154
EML1	4	0.00074175	0.0027165	0.80004	62	2	-1.5544	0.21083	0.32073	0.999538	6152	2	-1.5544
PAICS	4	0.00075397	0.0027543	0.80004	63	2	-1.0759	0.53497	0.54966	0.999538	10594	1	-1.0759
MAP1S	4	0.00075548	0.0027599	0.80004	64	4	-1.7694	0.97147	0.97145	0.999538	18791	0	-1.7694
AARS	4	0.00075996	0.0027768	0.80004	65	4	-1.6886	0.99348	0.99352	0.999582	19235	0	-1.6886
PRDX3	4	0.00076121	0.0027814	0.80004	66	4	-2.2663	0.98554	0.98553	0.999538	19076	0	-2.2663
CLCN7	4	0.00076799	0.0028085	0.80004	67	3	-1.77	0.94648	0.94642	0.999538	18282	0	-1.77
SH2B2	4	0.00077982	0.0028515	0.80004	68	4	-2.151	0.99437	0.99441	0.999582	19254	0	-2.151
TRAPPC3	4	0.00079949	0.0029215	0.80004	69	2	-0.56398	0.80354	0.80312	0.999538	15520	0	-0.56398
VCPIP1	4	0.00080596	0.0029461	0.80004	70	3	-1.5588	0.73895	0.7384	0.999538	14279	0	-1.5588
SLC19A1	4	0.00082949	0.0030248	0.80004	71	3	-2.0734	0.88466	0.88424	0.999538	17069	0	-2.0734
HIST1H3F	4	0.00082962	0.0030258	0.80004	72	3	-2.4845	0.39917	0.4537	0.999538	8739	1	-2.4845
NEUROG1	4	0.00083826	0.003055	0.80004	73	3	-2.5938	0.89549	0.89517	0.999538	17276	0	-2.5938
STARD7	4	0.00083867	0.0030575	0.80004	74	2	-1.4486	0.95316	0.95305	0.999538	18427	0	-1.4486
TMEM86A	4	0.00085794	0.003125	0.806799	75	1	1.0918	0.013133	0.035403	0.979847	694	3	1.0918
PHF8	4	0.00090992	0.0033106	0.837148	76	3	-0.92238	0.17884	0.27986	0.999538	5368	1	-0.92238
PRSS50	4	0.0009145	0.0033291	0.837148	77	4	-1.3456	0.99909	0.99907	1.0	19341	0	-1.3456
DNAJC6	4	0.00094572	0.0034431	0.848165	78	3	-2.1289	0.76048	0.76009	0.999538	14690	0	-2.1289
FRMD8	4	0.00096189	0.0034993	0.848165	79	2	-0.9596	0.010852	0.030064	0.979139	590	2	-0.9596
C6orf201	4	0.00097045	0.0035254	0.848165	80	4	-1.6403	0.99903	0.99902	1.0	19340	0	-1.6403
CD37	4	0.00098616	0.0035745	0.848165	81	3	-1.6278	0.88769	0.88735	0.999538	17135	0	-1.6278
BRF2	4	0.0009912	0.0035919	0.848165	82	4	-1.8909	0.99901	0.999	1.0	19339	0	-1.8909
IMPG1	4	0.0010582	0.0038353	0.872604	83	3	-1.67	0.15947	0.25505	0.999538	4893	1	-1.67
COA4	4	0.0010607	0.0038465	0.872604	84	4	-1.4744	0.99894	0.99894	1.0	19338	0	-1.4744
UBTD2	4	0.0010725	0.0038879	0.872604	85	2	-1.7739	0.56911	0.57716	0.999538	11118	1	-1.7739
SLC5A10	4	0.0010809	0.0039202	0.872604	86	3	-1.972	0.14504	0.23667	0.999538	4541	1	-1.972
TMEM39B	4	0.0010931	0.0039585	0.872604	87	3	-1.6523	0.93856	0.93853	0.999538	18116	0	-1.6523
MAPK12	4	0.0011104	0.0040306	0.872604	88	4	-1.5627	0.99889	0.99888	1.0	19337	0	-1.5627
VPS33B	4	0.0011178	0.0040531	0.872604	89	2	-1.4614	0.70726	0.70655	0.999538	13639	0	-1.4614
ZBTB41	4	0.0011292	0.004092	0.872604	90	4	-2.4371	0.98814	0.98817	0.999538	19134	0	-2.4371
VSIG8	4	0.0011557	0.0041804	0.872604	91	4	-2.1337	0.98392	0.9839	0.999538	19043	0	-2.1337
CASKIN1	4	0.0011623	0.0042085	0.872604	92	3	-1.6107	0.57382	0.58108	0.999538	11189	1	-1.6107
MPPE1	4	0.0011682	0.0042305	0.872604	93	3	-1.8662	0.79783	0.79747	0.999538	15408	0	-1.8662
ELK4	4	0.0011698	0.0042362	0.872604	94	2	-0.55032	0.63539	0.63567	0.999538	12259	1	-0.55032
ATXN7L2	4	0.0012097	0.0043768	0.88471	95	3	-1.8539	0.90142	0.90106	0.999538	17392	0	-1.8539
PSMD3	4	0.0012217	0.0044213	0.88471	96	1	0.0078528	0.27348	0.37788	0.999538	7209	1	0.0078528
KDM4B	4	0.001225	0.004432	0.88471	97	2	-1.5182	0.6705	0.66994	0.999538	12936	0	-1.5182
TCHP	4	0.0012737	0.004614	0.904176	98	2	-0.41529	0.60704	0.60978	0.999538	11751	1	-0.41529
GAL3ST3	4	0.0012845	0.0046503	0.904176	99	3	-2.0018	0.63721	0.6374	0.999538	12291	1	-2.0018
PSMD6	4	0.0012982	0.0046958	0.904176	100	3	-1.6956	0.88956	0.88923	0.999538	17174	0	-1.6956
KRT26	4	0.0013028	0.0047163	0.904176	101	4	-1.2679	0.9987	0.9987	1.0	19336	0	-1.2679
SLC12A6	4	0.0013257	0.0048002	0.911231	102	2	-0.95539	0.68964	0.68897	0.999538	13287	0	-0.95539
MRPS16	4	0.0013704	0.0049569	0.915515	103	4	-1.257	0.99863	0.99864	1.0	19335	0	-1.257
ZNF417	4	0.0013776	0.0049781	0.915515	104	2	-0.92194	0.72999	0.72945	0.999538	14079	0	-0.92194
FAM83C	4	0.0013847	0.0050062	0.915515	105	3	-1.8269	0.58638	0.59172	0.999538	11390	1	-1.8269
PARVA	4	0.0013873	0.0050119	0.915515	106	4	-1.5951	0.99861	0.99862	1.0	19334	0	-1.5951
MGAM2	4	0.0014172	0.0051111	0.92491	107	3	-1.9382	0.94282	0.94274	0.999538	18211	0	-1.9382
DCHS1	4	0.0014296	0.0051607	0.925238	108	3	-1.014	0.34197	0.4177	0.999538	8021	1	-1.014
AP5M1	4	0.0014444	0.0052195	0.927196	109	3	-2.0218	0.54109	0.55445	0.999538	10682	1	-2.0218
KLHL28	4	0.0014591	0.0052696	0.927588	110	3	-2.0283	0.024504	0.061679	0.981961	1196	1	-2.0283
RRM2B	4	0.0014815	0.0053539	0.933949	111	2	-0.60481	0.66844	0.6679	0.999538	12897	0	-0.60481
UFM1	4	0.0015023	0.0054398	0.940461	112	3	-2.1437	0.7866	0.78619	0.999538	15184	0	-2.1437
ZNF432	4	0.0015205	0.0055032	0.942101	113	2	-0.40186	0.047664	0.10958	0.999538	2118	2	-0.40186
CBX5	4	0.0015375	0.0055631	0.942101	114	3	-1.3348	0.48083	0.50924	0.999538	9817	1	-1.3348
DKC1	4	0.0015473	0.0055953	0.942101	115	3	-1.792	0.83242	0.8318	0.999538	16053	0	-1.792
ENHO	4	0.0015854	0.0057323	0.951401	116	3	-1.5737	0.79435	0.79395	0.999538	15331	0	-1.5737
SORBS2	4	0.0016067	0.005808	0.951401	117	3	-1.9447	0.81708	0.81669	0.999538	15758	0	-1.9447
TRAM1L1	4	0.0016326	0.0059016	0.951401	118	4	-1.7348	0.99837	0.99838	0.999931	19333	0	-1.7348
NPAS3	4	0.0016374	0.00592	0.951401	119	2	-0.75537	0.48219	0.51025	0.999538	9835	1	-0.75537
PSMD1	4	0.0016673	0.0060248	0.951401	120	3	-1.7128	0.94152	0.94145	0.999538	18174	0	-1.7128
DNLZ	4	0.0016816	0.0060703	0.951401	121	3	-1.4862	0.052132	0.11548	0.999538	2228	1	-1.4862
TTI1	4	0.001707	0.0061526	0.951401	122	3	-1.8531	0.94964	0.94958	0.999538	18343	0	-1.8531
RTFDC1	4	0.0017413	0.0062841	0.951401	123	2	-0.7578	0.59615	0.60025	0.999538	11563	1	-0.7578
TOX4	4	0.0017461	0.006304	0.951401	124	4	-1.4918	0.99825	0.99828	0.999877	19332	0	-1.4918
NELFCD	4	0.0017658	0.006371	0.951401	125	4	-1.8598	0.9955	0.99553	0.999623	19282	0	-1.8598
OR8H3	4	0.0017783	0.0064201	0.951401	126	3	-1.5264	0.89001	0.88969	0.999538	17183	0	-1.5264
EXOSC9	4	0.0017932	0.0064748	0.951401	127	3	-1.001	0.92343	0.92327	0.999538	17832	0	-1.001
MTMR6	4	0.0018099	0.0065254	0.951401	128	4	-2.0763	0.98596	0.98594	0.999538	19087	0	-2.0763
TSR1	4	0.0018452	0.0066548	0.951401	129	4	-0.83617	0.9872	0.98722	0.999538	19113	0	-0.83617
MT1A	4	0.0018599	0.0067034	0.951401	130	3	-1.7065	0.94983	0.94976	0.999538	18348	0	-1.7065
C20orf78	4	0.0018861	0.0067959	0.951401	131	4	-1.5196	0.99811	0.99814	0.999796	19331	0	-1.5196
LNP1	4	0.0018924	0.0068204	0.951401	132	3	-1.9817	0.94036	0.94031	0.999538	18151	0	-1.9817
NPRL3	4	0.0018971	0.0068383	0.951401	133	2	-0.097927	0.049881	0.11249	0.999538	2171	2	-0.097927
CDH12	4	0.0018996	0.006844	0.951401	134	2	-1.395	0.4717	0.5027	0.999538	9681	1	-1.395
SLC35F6	4	0.0019064	0.006869	0.951401	135	4	-1.4567	0.99809	0.99813	0.999796	19330	0	-1.4567
DERL2	4	0.0019491	0.0070209	0.951401	136	3	-1.3766	0.96717	0.96709	0.999538	18692	0	-1.3766
ENO4	4	0.0019557	0.0070434	0.951401	137	4	-1.7807	0.99804	0.99806	0.999796	19329	0	-1.7807
ARHGEF6	4	0.0019715	0.0071073	0.951401	138	4	-1.3175	0.99803	0.99805	0.999796	19328	0	-1.3175
NIPSNAP1	4	0.001987	0.0071641	0.951401	139	4	-1.9882	0.96956	0.9695	0.999538	18753	0	-1.9882
RGS6	4	0.0019887	0.0071671	0.951401	140	3	-1.711	0.38064	0.44179	0.999538	8494	1	-1.711
CISD3	4	0.002001	0.0072116	0.951401	141	4	-1.5124	0.9864	0.98639	0.999538	19099	0	-1.5124
GABRG3	4	0.0020077	0.0072367	0.951401	142	1	-1.0361	0.10706	0.1876	0.999538	3587	2	-1.0361
SMIM23	4	0.0020458	0.007363	0.951401	143	4	-1.2112	0.99795	0.99798	0.999796	19327	0	-1.2112
KRTAP10-12	4	0.0020529	0.0073824	0.951401	144	1	-0.00084526	0.65995	0.65936	0.999538	12727	1	-0.00084526
USP17L11	4	0.0020608	0.0074095	0.951401	145	4	-1.7822	0.99794	0.99797	0.999796	19326	0	-1.7822
TSPAN18	4	0.0020866	0.0075138	0.951401	146	3	-1.5978	0.58515	0.59068	0.999538	11370	1	-1.5978
MYH14	4	0.0021049	0.0075818	0.951401	147	3	-1.4436	0.069401	0.13843	0.999538	2678	1	-1.4436
RABGEF1	4	0.0021256	0.0076524	0.951401	148	3	-2.4053	0.56151	0.57092	0.999538	11013	1	-2.4053
EBNA1BP2	4	0.0021526	0.0077547	0.951401	149	3	-2.355	0.0041805	0.013864	0.928939	288	1	-2.355
POFUT2	4	0.0021568	0.007768	0.951401	150	2	-0.11366	0.067724	0.13621	0.999538	2623	2	-0.11366
HIST1H3G	4	0.0021809	0.0078493	0.951401	151	3	-1.4857	0.91911	0.91892	0.999538	17717	0	-1.4857
CANX	4	0.0021932	0.0078866	0.951401	152	4	-2.0908	0.99781	0.99783	0.99979	19325	0	-2.0908
ADAM32	4	0.0022076	0.0079382	0.951401	153	3	-1.8043	0.18778	0.29134	0.999538	5583	1	-1.8043
ALG11	4	0.0022087	0.0079408	0.951401	154	2	-0.86998	0.70827	0.70755	0.999538	13655	0	-0.86998
SLC25A21	4	0.0022106	0.0079479	0.951401	155	3	-1.6374	0.50793	0.52903	0.999538	10201	1	-1.6374
MROH8	4	0.0022287	0.0080185	0.951401	156	4	-1.5322	0.99777	0.99779	0.99979	19324	0	-1.5322
PRAMEF5	4	0.002231	0.0080287	0.951401	157	2	-0.8335	0.21859	0.3306	0.999538	6330	2	-0.8335
ARFRP1	4	0.0023016	0.008268	0.951401	158	3	-1.9261	0.28697	0.38545	0.999538	7364	1	-1.9261
RYK	4	0.0023258	0.008356	0.951401	159	4	-1.7176	0.99425	0.9943	0.999582	19250	0	-1.7176
ADAMTSL2	4	0.0023317	0.008378	0.951401	160	2	-1.2229	0.54606	0.55836	0.999538	10759	1	-1.2229
UBL4B	4	0.0023349	0.0083913	0.951401	161	4	-1.3389	0.99767	0.99768	0.999743	19323	0	-1.3389
PAPPA2	4	0.002341	0.0084112	0.951401	162	4	-1.6378	0.99766	0.99767	0.999743	19322	0	-1.6378
MPZ	4	0.0023437	0.0084179	0.951401	163	3	-1.4642	0.84728	0.84663	0.999538	16345	0	-1.4642
HSPG2	4	0.0023528	0.0084516	0.951401	164	4	-2.2792	0.98534	0.98533	0.999538	19071	0	-2.2792
EMC9	4	0.0023645	0.008492	0.951401	165	2	-0.81524	0.3589	0.42811	0.999538	8226	1	-0.81524
FUBP1	4	0.002392	0.0086014	0.951401	166	4	-1.137	0.99761	0.99761	0.999743	19321	0	-1.137
THBS4	4	0.0024164	0.0086832	0.951401	167	2	-0.65814	0.13356	0.2218	0.999538	4243	1	-0.65814
FBXL15	4	0.002426	0.0087114	0.951401	168	4	-1.3423	0.99757	0.99758	0.999743	19320	0	-1.3423
ZW10	4	0.0024523	0.0088019	0.951401	169	3	-1.6518	0.14222	0.233	0.999538	4478	1	-1.6518
STAC3	4	0.002453	0.0088044	0.951401	170	2	-1.4796	0.64725	0.64698	0.999538	12471	1	-1.4796
UNC5C	4	0.0024622	0.0088423	0.951401	171	2	-1.4664	0.086821	0.16125	0.999538	3090	1	-1.4664
PYDC1	4	0.0024683	0.0088576	0.951401	172	1	0.62047	0.096001	0.17322	0.999538	3316	2	0.62047
SFXN1	4	0.0024758	0.0088801	0.951401	173	4	-1.0182	0.99752	0.99753	0.999743	19319	0	-1.0182
ARL14EP	4	0.0024978	0.0089476	0.951401	174	4	-1.8034	0.9975	0.99752	0.999743	19318	0	-1.8034
BEGAIN	4	0.0024988	0.0089502	0.951401	175	4	-1.3279	0.97679	0.97679	0.999538	18893	0	-1.3279
GRPEL1	4	0.0025196	0.0090161	0.951401	176	3	-1.6437	0.91293	0.9127	0.999538	17603	0	-1.6437
SH2D4A	4	0.0025202	0.0090182	0.951401	177	3	-1.3116	0.95094	0.95085	0.999538	18373	0	-1.3116
KCNN1	4	0.0025235	0.0090284	0.951401	178	4	-1.2664	0.99748	0.99749	0.999743	19317	0	-1.2664
SF3A2	4	0.0025329	0.0090601	0.951401	179	4	-1.8275	0.99747	0.99748	0.999743	19316	0	-1.8275
HIVEP2	4	0.0025423	0.0091	0.951401	180	4	-1.5271	0.99746	0.99747	0.999743	19315	0	-1.5271
C1QTNF9B	4	0.002547	0.0091133	0.951401	181	3	-1.5623	0.66007	0.65947	0.999538	12731	1	-1.5623
APOBEC4	4	0.0025541	0.0091327	0.951401	182	4	-1.0911	0.99745	0.99746	0.999743	19314	0	-1.0911
LSM5	4	0.0025616	0.0091537	0.951401	183	2	-0.87358	0.27523	0.37885	0.999538	7228	1	-0.87358
TMEM201	4	0.0025671	0.0091726	0.951401	184	4	-1.2355	0.99743	0.99744	0.999743	19313	0	-1.2355
KIR2DL1	4	0.0025722	0.00919	0.951401	185	2	-0.53046	0.25091	0.36542	0.999538	6961	1	-0.53046
PAQR3	4	0.0026241	0.0093572	0.951401	186	3	-1.1355	0.72536	0.72482	0.999538	13990	0	-1.1355
SAP130	4	0.002631	0.0093812	0.951401	187	3	-1.5535	0.40828	0.45955	0.999538	8863	1	-1.5535
PCDHA10	4	0.0026628	0.0094845	0.951401	188	3	-1.6174	0.70164	0.70089	0.999538	13525	0	-1.6174
LBX2	4	0.002677	0.0095351	0.951401	189	3	-1.9287	0.71084	0.71012	0.999538	13704	0	-1.9287
MECP2	4	0.0026918	0.0095911	0.951401	190	3	-1.7935	0.71853	0.71785	0.999538	13852	0	-1.7935
PAX6	4	0.002718	0.009687	0.951401	191	4	-1.2655	0.99728	0.99729	0.999743	19311	0	-1.2655
STX10	4	0.0027279	0.0097197	0.951401	192	1	1.1509	0.010131	0.028327	0.965277	568	3	1.1509
PNO1	4	0.002736	0.0097443	0.951401	193	3	-2.1978	0.78312	0.78272	0.999538	15116	0	-2.1978
NLRP1	4	0.0027491	0.0097949	0.951401	194	4	-1.565	0.99725	0.99726	0.999743	19310	0	-1.565
HMX2	4	0.0027651	0.0098527	0.951401	195	4	-1.4032	0.99723	0.99724	0.999743	19309	0	-1.4032
COL6A3	4	0.0027798	0.0099099	0.951401	196	3	-1.3762	0.49872	0.52219	0.999538	10070	1	-1.3762
SERPINB11	4	0.0027822	0.0099181	0.951401	197	3	-1.767	0.70988	0.70915	0.999538	13690	0	-1.767
CACTIN	4	0.0027842	0.0099207	0.951401	198	3	-1.7374	0.11278	0.19509	0.999538	3739	1	-1.7374
RFWD2	4	0.002792	0.0099447	0.951401	199	2	-0.99446	0.23077	0.34596	0.999538	6609	2	-0.99446
LTA	4	0.0028036	0.0099918	0.951401	200	3	-2.0811	0.95642	0.95636	0.999538	18478	0	-2.0811
CASP3	4	0.0028317	0.010096	0.951401	201	2	-1.4103	0.45047	0.4879	0.999538	9395	1	-1.4103
GSDMC	4	0.0028371	0.010114	0.951401	202	4	-2.0662	0.99221	0.99226	0.999582	19209	0	-2.0662
PROSER3	4	0.0028419	0.010129	0.951401	203	3	-1.6704	0.90891	0.90862	0.999538	17536	0	-1.6704
RARRES1	4	0.0028555	0.010178	0.951401	204	4	-1.0766	0.99714	0.99715	0.999743	19308	0	-1.0766
RNF38	4	0.0028836	0.010275	0.951401	205	3	-1.6832	0.61031	0.61263	0.999538	11811	1	-1.6832
TEAD3	4	0.0028843	0.010279	0.951401	206	2	-1.172	0.40529	0.45766	0.999538	8817	1	-1.172
KLHL32	4	0.0028978	0.010325	0.951401	207	4	-1.3985	0.97442	0.97435	0.999538	18841	0	-1.3985
NCAPG2	4	0.002911	0.010375	0.951401	208	3	-2.3343	0.23873	0.35589	0.999538	6796	1	-2.3343
F2R	4	0.0029291	0.010444	0.951401	209	3	-1.8458	0.13952	0.22956	0.999538	4404	1	-1.8458
DHRS1	4	0.0029309	0.01045	0.951401	210	2	-1.5519	0.43266	0.47582	0.999538	9163	1	-1.5519
FJX1	4	0.0029339	0.01046	0.951401	211	3	-2.2586	0.048404	0.11052	0.999538	2135	1	-2.2586
INPP5A	4	0.0029347	0.010463	0.951401	212	4	-1.1463	0.99707	0.99707	0.999743	19307	0	-1.1463
CALCB	4	0.0029355	0.010466	0.951401	213	1	-0.066022	0.6731	0.67252	0.999538	12989	0	-0.066022
MND1	4	0.0029874	0.01064	0.953525	214	2	-0.69402	0.60081	0.60436	0.999538	11644	1	-0.69402
PLA2G16	4	0.002996	0.01067	0.953525	215	4	-2.2688	0.99173	0.99177	0.999582	19201	0	-2.2688
CCL8	4	0.003023	0.010769	0.953525	216	3	-1.6885	0.63168	0.63228	0.999538	12195	1	-1.6885
SNRPG	4	0.0030393	0.010823	0.953525	217	3	-1.5885	0.41436	0.46353	0.999538	8940	1	-1.5885
PPFIA4	4	0.0030912	0.01099	0.953525	218	2	-0.69382	0.47908	0.50798	0.999538	9792	1	-0.69382
TSGA10IP	4	0.0031005	0.011022	0.953525	219	3	-1.5747	0.96739	0.96733	0.999538	18697	0	-1.5747
LMNA	4	0.0031209	0.011098	0.953525	220	3	-1.6028	0.99688	0.99688	0.999743	19306	0	-1.6028
HRASLS	4	0.0031409	0.011161	0.953525	221	4	-1.9561	0.98948	0.98949	0.999538	19168	0	-1.9561
IZUMO4	4	0.0031419	0.011166	0.953525	222	3	-1.2901	0.93226	0.93202	0.999538	18002	0	-1.2901
C4orf29	4	0.0031431	0.011169	0.953525	223	2	-0.37524	0.1364	0.22552	0.999538	4311	2	-0.37524
PPAN	4	0.0031739	0.011274	0.953525	224	4	-1.7667	0.99683	0.99683	0.999743	19305	0	-1.7667
CPSF1	4	0.0031745	0.011275	0.953525	225	3	-1.493	0.58525	0.59078	0.999538	11373	1	-1.493
PTPN20	4	0.003195	0.011343	0.953525	226	4	-1.7212	0.99002	0.99001	0.999548	19176	0	-1.7212
SART3	4	0.0031976	0.011353	0.953525	227	4	-1.1643	0.9968	0.99681	0.999743	19304	0	-1.1643
KLRC3	4	0.0032123	0.011409	0.953525	228	4	-1.2933	0.99679	0.9968	0.999743	19303	0	-1.2933
